text	label
如果没有人相信你，那就自己相信自己；如果没人欣赏你，那就自己欣赏自己；如果没人祝福你，那就自己祝福自己。用心去触摸属于自己的阳光，用爱去创造属于自己的时空。当自己读懂了自己，世界才能读懂你。	0
老外的汉语“四六级”听力，这难度，我也是醉了！http://t.cn/RUJ3THD	0
曾诚落地时踩在黄博文脚上不慎受伤	0
长得丑怎么了？不喜欢自己现在的样子的怎么办？一个幽默治愈的小短片http://t.cn/RU8AtYg	0
昨晚我发的互动话题是：“女生恢复单身是什么感觉 _________________” 5万评论，看得好爽！不介意孤独，比爱你舒服。原来整个世界一下子变得美好了。。。。。(｡•ω<｡)	0
生命中最难的阶段不是没有人懂你，而是你不懂你自己。	0
给每一个烦恼一段期限，在有限的时间内尽力解决，剩下的时间，请还给快乐的自己。	0
这个我必须转一下：请不要这样欺骗老人，谢谢！	0
#萌萌# 第一次看到萌萌踩奶……感觉是踢奶……	0
这哥们儿脾气很冲啊！	0
#足球·亚冠决赛# 萌萌哒的马云，全情投入。[笑cry]	0
#杨洋icon# 就得这么看[偷乐]简直实力撩妹[doge]羊毛们闭上眼睛带走最后一张吧[哈哈]	0
你可以摸我了。	0
深夜食堂 【9道风味炒饭】上班族必学技能，省事、省力、省钱转~	0
“不要活得太累，不要忙的太疲惫；想吃了不要太嫌贵，想穿了不要说浪费；心烦了找个朋友聚聚会，瞌睡了倒下头就去睡。心态平和永远最美，天天快乐才对。”[心]	0
以怎样的轨迹生活，才能与你不期而遇。[悲伤]	0
#晚安#【九部横扫国际大奖的高逼格电影】：部部看哭，唯有爱不分国界！	0
努力过后才知道，许多事情，坚持坚持就过来了。	0
这种呆比游戏看着莫名的爽，好想玩！	0
Dream Room  🌟	0
【instiz】在#我的女儿琴四月# 下集预告中登场的刘在石,据悉大神一人分饰三角.	0
刚刚看完老炮儿演唱会，结果见证了影帝👍哎，又来抢我们饭碗[偷笑]	0
【我们要活着年轻，要年轻地活着[心]】刘德华超棒的演讲，天道酬勤，努力付出才有回报！[good] http://t.cn/RLFFOvM	0
既见君子，云胡不喜。论颜值这才叫无人能及~	0
当女孩上了一辆出租车后，善良的的哥告诉她的，看哭了。[泪]	0
【丧失了喜欢人的能力是怎样的体验？】容易喜欢上一个人，也容易很快让感情熄灭。年轻时可以为爱情奋不顾身，现在却连付出真心都做不到了。[失望][伤心]	0
【男生有哪些细节能体现他是情场高手？】遇到一个对的人不容易，女生们长点心吧[喵喵]	0
好烦	0
人生是一条有无限多的一个岔口，每个人都要不停地做选择，而不同的选择也必定造就不同的人生。其实每一个岔口的选择并没有真正的好与坏，因为每一段人生都是我们自己独一无二的选择。	0
置顶 有些人，我们叫着亲爱的，却并不喜欢，有些人我们骂着傻逼，却是真的爱着。	0
又是一个神模仿，表情我给满分！完全看不懂，简直太污了！！！[笑cry]http://t.cn/RUmuJHm	0
这图太魔性了，谁能告诉我这三个人是谁，哈哈。关注后方可评论。[哈哈]#大叔神吐槽#	0
#瓜皮# 我现在发个正常图就有人问我为什么不见nai你们太污[拜拜]	0
玩笑里往往藏着真心话http://t.cn/RUnGgZA	0
#涨姿势#【教你分分钟把你的小伙伴做成一个表情包！[doge]】超级简单，好玩又有趣！[笑cry][笑cry]转需~	0
【naverblog】#奶酪陷阱# 公开了六名角色海报.这部根据韩国人气漫画改变的电视剧将在明年1月4日tvN月火档播出,由朴海镇、金高银、徐康俊、南柱赫、李圣经等联袂出演.	0
总觉得自己的性格不适合上班，只适合拿工资。。。	0
有时候你把什么放下了，不是因为突然就舍得了，而是因为期限到了，任性够了，成熟多了， 也就知道这一页该翻过去了。	0
哈哈哈哈你说你那个ADC溜得不得了结果啊10分钟死尼玛8次。。。 http://t.cn/RUx68VS	0
【剩饭的逆袭】四招让你的米饭剩者为王！http://t.cn/RUl4px9	0
「有哪些长得比较逆天的动物？」哎呀哎呀都好萌呀，长见识了(⌯˃̶᷄ ⁻̫ ˂̶᷄⌯)#值得一看#	0
秋日里的狐狸们[可爱]	0
游戏和我 你选一个	0
没有完全合适的两个人 只有互相迁就的两个心	0
字幕：这才是真爱[doge]	0
【instiz】总觉得下一个动作就是壁咚了……[笑cry][笑cry]朴宝剑&Irene.	0
精致好吃的家常菜，家里请客吃饭必备！	0
这是什么输入法，如此魔性。。。http://t.cn/RUTqpqE	0
【fnnews】张根硕21日下午因日本行程经金浦机场出国.	0
好魔性的歌曲，12星座到底谁最骚浪贱！有中枪的没？ [笑cry]http://t.cn/RUmyxdw	0
一种叫做fallstreak hole的云层现象，简直就是打开了异次元的大门！	0
【四招制色狼，妹纸们看过来[威武]】“天马流星拳、佛山无影脚、九鹰白骨掌、少林铁头功、”这四招制狼招数一看便会，行走江湖，多一门技能总是好滴！MM学起来，转起！	0
这个叫Simon Beck的大叔，是世界上第一个“雪艺家”，他经常在西伯利亚的雪和冰上作画，基本靠走。。。平均每幅作品要走5-10个小时才能完成。。（英国报姐）	0
老祖宗传下来的混社会大全，每一句都是真理！	0
我说恋爱中的人啊，你们可长点心吧~！[白眼][拜拜]	0
上海话+英语，大妈属性飙升！姑娘侬这么international真的好吗？(cr：papi酱) http://t.cn/RUJQWnS	0
【亚冠决赛次回合 恒大首发】曾诚 ；邹正、金英权、冯潇霆、张琳芃 ；郑智、黄博文、保利尼奥 ；郑龙、埃尔克森、高拉特。加油！[hold住]	0
【可乐鸡翅】超高人气百吃不腻的可乐鸡翅，这个做法做出来鲜香不油腻！做过的小伙伴们都说好吃，你们快收~	0
猫咪画展	0
#正能量#你一个小小的举动，却能温暖整个寒冬！转！[心]http://t.cn/RUEsi0W	0
不要轻易伤害一个慢热型的人 他们对感情往往加倍执着	0
你明知道蜷缩在床上感觉更温暖，但还是一早就起床；你明知道什么都不做比较轻松，但依旧选择追逐梦想。这就是生活，你必须坚持下去——分享给周末仍然早起的你！图丨Andrew Evans	0
斯嘉丽·约翰逊双胞胎弟弟Hunter Johansson身高191，混迹政坛。姐弟俩，一位有胸，一位有腿，关键是有颜。别人家的基因，每次出场都闪闪闪。约翰逊姐弟生快！[害羞]	0
【午间分享】大冷天的，请允许我打个盹[doge][笑cry][笑cry][笑cry]http://t.cn/RUuKhjY	0
这是每个汪星人，都过不去的一道坎。。。心疼哭 http://t.cn/RLKgtRK	0
#万象#【北京“小雪”节气遇大雪】北京雪景来啦~小伙伴们有没有按捺不住出门看看[雪][雪]呢？[鼓掌][鼓掌]	0
老爸当时的内心几乎是崩溃的，哈哈哈哈，说好女儿是爸爸上辈子的情人呢？！http://t.cn/RZsAB95	0
现！在！呢！！现！在！[微笑]//@AlanXXD：北！京！没！有！下！！没！有！[拜拜]	0
【快来感受一下爆发的少女心[太开心]】田馥甄《我的少女时代》，满满都是青春的记忆，转给大家~~ [心]by网络 http://t.cn/RUnfRQn	0
我到现在也不知道自己到底有没有爱过你 只知道那时候眼泪是真的 心酸是真的 想和你在一起一辈子也是真的	0
那些孩子们的善心，天真却特别有爱[心]（英国报姐）	0
一条裤子穿两年，一瓶洗面奶用三年。。。[笑cry]http://t.cn/RUu6pH2	0
(〃▽〃)睡树上叫都叫不醒，下到一半还伸爪子求抱抱，是有多懒啊......[心]#今日最鲜# http://t.cn/RU3vPQn	0
#午间分享# 看完这个就知道为什么贝克汉姆叫黄金右脚了。。。碉堡了[震惊]http://t.cn/RLHRMzK	0
柠檬水，你喝对了吗？不同的做法，有不同的效果哦～	0
信任不是指没有误会 ，而是总会给对方把误会解释清楚的机会。	0
9种红薯的美味做法，吃货们赶紧get起来，转需！	0
真的给这种机智的拍摄手法跪了，觉得我也可以环游世界了~	0
9个必学的快捷键技能，老板来查岗再也不怕不怕啦，小伙伴们速度get起来！（黑客师）	0
到底谁跟凯凯王约会？已派出大内密探调查那个女人的身份！http://t.cn/RUuTsPy	0
感觉这部《消失的凶手》好好看的样子~	0
Fuguclub: http://t.cn/RUuuvKZ	0
那个说我是大头死变态的，你给我出来！ http://t.cn/RU3UZ3J	0
【instiz】#Bigbang#强大的团队信念从何而来？胜利曰：烤蛤蜊[偷乐]	0
97％去过杭州的人都不知道的新鲜玩法！想去杭州的小伙伴马~	0
够钱够时间的时候，就旅行，若不够，就先读书。	0
女神 斯嘉丽·约翰逊 31岁生日快乐！[蛋糕][心]	0
看完全程只能用一个“爽”字来表达！膝盖跪碎了！！ http://t.cn/RLuZFSl	0
最值得中国学生认真听的演讲：如果想要伟大，就用平凡来堆积，时间较长，建议先马再看！ http://t.cn/RUfIdDM	0
别再抱怨你在十四亿人中找不到一个对的人了，考试时你选择题四个选项都找不到一个对的。。。[拜拜]	0
有些人将就了一辈子才明白，原来可以将就下去就已经是爱了。从来没有一个人让你觉得完美，能让你愿意忍耐缺点的那个人，就是爱人。	0
【一张图展现深沉的父爱~~[爱你]】看到这， 就爆发泪点了~~~爸爸你听我说，有个偏方说童子尿能治疗颈椎炎~~~[笑cry][笑cry][笑cry]by网络	0
一个神奇的现象：只要你夸你妈这道菜做的好，那么接下来这一个星期你都会吃到同一道菜。	0
哪怕我们有99个理由要分开，但能不能为了那一个理由留下来。	0
陈奕迅现场版《约定》，“两鬓斑白都可认得你”，太好听！！！ http://t.cn/RLBln1M	0
教给大家口水鸡的美味做法，爱吃的快学起来！[花心]	0
原来草莓收割机是这样工作的，好厉害的样子！	0
涨姿势！10个关于水的不可思议的科学实验~http://t.cn/Ry70EzV	0
无论过去发生过什么，无论你是否准备好了，下一刻都是一个崭新的开始。	0
【周末早安[微风]】别致的建筑，多瑙河河畔建筑对称之美。丨来自摄影师Zsolt Hlinka。	0
隔夜茶居然这么牛？你还不知道吧~	0
一个男生真心喜欢上了一个女生是怎样的感受？	0
警犬和军犬，已不能简单用“人类的伙伴”来形容，它们也代表了忠诚 @英国报姐	0
"没有谁是因为一时冲动而离开你的，那些难过无助又一次次忍耐的眼泪你都看不见。就像堤坝下逐渐因侵蚀而拓宽的裂缝，你看见的，只是它崩溃的那个瞬间。""请关 注我，这里总有一句是你想说的话“"	0
@大鹏看天下 [打脸]	0
吃货们快来[色]史上最美味的蛋包饭做法，花2分钟get√一下！http://t.cn/Rybsm07	0
我该带着什么样的态度，看完这个视频？好笑？不好笑？#大叔神吐槽# http://t.cn/RUmuJHm	0
伊朗F-14战机为空袭IS俄军图95护航	0
世界那么大，我却只想跟你在一起……http://t.cn/RUuvCMj	0
人生就是这样，耐得住寂寞才能守得住繁华，该奋斗的年龄不要选择了安逸，度过了一段自己都能感动的日子，就会遇见那个最好的自己，踏实一些，你想要的岁月统统会还给你。 上午好[太阳]	0
这笑声太魔性了！根本停不下来！ http://t.cn/R2Gje37	0
我所理解的生活，就是和我喜欢的一切在一起。	0
【instiz】据网友说,这是崔泽是惠利未来老公的理由~你觉得呢?[偷笑](cr:logo)	0
东北话版《泰坦尼克号》秒变乡村爱情啊哈哈哈，你俩嘎哈呢？憋扯犊子行不？[笑cry]http://t.cn/RwhKTh8	0
有魔性的一张图，我也看醉了	0
为什么暗恋那么好。因为暗恋从来不会失恋，你一笑我高兴很多天，你一句话我记得好多年。	0
只有这样的婚礼才让我羡慕。。。说出了多少人的心声[微风]	0
摩羯座之歌 这旋律太嗨，大脑已经在自动循环之中了。http://t.cn/RyiIsOo	0
简约美式三室两厅，参考~	0
#天下#【缅北山体滑坡已致至少60人死亡】据外电报道，缅甸北部发生山体滑坡造成至少60人死亡，上百人失踪。http://t.cn/RU37qqP	0
有个空姐在飞机上讲解安全指引，但好像只有一个乘客在认真听，好乖的汪星人啊。。。[doge]	0
把目光放在别处，洒脱还给自己，做想做的事情，去想去的远方。	0
据@首都机场 ，受雨雪天气影响，目前机场周边高速封路，导致省际巴士所有线路无车。机场巴士市内方向及出租车均运行正常。为了您的顺利出行，请尽量乘坐公共交通前往首都机场。	0
别人再好，也是别人。自己再不堪，也是自己，独一无二的自己。只要努力去做最好的自己，一生足矣。	0
真●磨人的小妖精......永远需要被关注，一刻都离不开主人的目光......[心]http://t.cn/RUuXVod	0
想吃健康无毒的豆芽？一个可乐瓶子就能种出来！一起来涨姿势啦！！！[赞]	0
英国漫画家“John Holcroft”对现代人存在的弊病，用幽默讽刺的插画表现出来...	0
【naverblog】朴三岁小盆友扑闪扑闪的大眼睛~[羞嗒嗒]	0
#时局#【厦门副市长李栋梁被查】福建省纪委消息：福建省厦门市人民政府党组成员、副市长李栋梁涉嫌严重违纪，目前正接受组织调查。http://t.cn/RUnKa6N	0
人生重要的不是所站的位置，而是所朝的方向。晚安[月亮]	0
再多的误解，最终也输给笑容。再多的狭隘，总会输给包容。再多的伤害，也最终输给慈悲。再多的荣枯，最终也输给花朵。再多的纠结，最终也输给时光。	0
据说中五个以上你就可能患上抑郁症[拜拜]	0
路，不通时，选择拐弯；心，不快时，选择看淡；情，渐远时，选择随意。	0
刚看完吴彦祖主演的美剧《Into the Badlands荒原》第一集.....总结就是：剧情soso，看脸就好~~~~~[喵喵][喵喵][喵喵]给了蛋妞N多特写镜头~	0
原来在年轻时，我们都曾知识渊博！！！[拜拜]	0
ISIS到底是什么组织？五分钟科普动画带你快速了解。http://t.cn/RUEbCCP	0
[话筒]求扩散~公安部打拐办主任@陈士渠 表示已部署调查。请大家留意，扩散，帮帮老人！	0
【可能是最性感的减肥方式[偷乐]】用一种舞蹈的形式，让你感受甩肉过程！9个动作，反复3-5次，一天大概30分钟，享受并且坚持，说明你已经成功一半了！还等什么[来]	0
【教你做土豆泥虾球[色]】一口一个，一口一个，虾和土豆都是真爱啊！！！	0
【北京发布大雾黄色预警】受降水天气影响，今天下午到夜间，北京将出现大雾天气，部分地区能见度不足500米。北京市气象台今天中午发布大雾黄色预警信号。提醒：能见度低，开车应减速慢行。（央视记者张景）	0
【声明】今天互联网上流传所谓“央视新闻发布微博，称'死者情绪稳定’”的截图，经确认该图是伪造图片！我们对这种利用同胞遇害一事，恶意炒作的行为，表示严厉谴责，并保留追究法律责任的权利。转发，传递真相！	0
#下午茶#有一件事情，我想要跟你说，你从遥远的南方带给我的茶花，在一个晴朗的春日里开了。——陈升《航班116》图 | Anna Remarchuk	0
【不会这些，千万别说你熟练掌握办公软件[酷]】Excel中的常用公式，非常实用和经典，你会用吗？get√	0
#北京精选# 一段发人深省的泰国公益短片:《不要让好人受到伤害》，愿所有的好人都被世界以温柔相待，愿这种正能量永远长存。[心] http://t.cn/RUnLaWm	0
我终于知道为什么我们长五根手指了。。。	0
关于距离，最让人怕的，就是不确定对方是惦记你，还是把你给忘记。	0
事实告诉我们：钱什么的，说白了都是纸[笑cry]对此你想说______________	0
爱知县的一家叫做「暖家ダイニング」的居酒屋推出的胶原蛋白火锅，又被称为龙珠火锅，当然要点满七颗龙珠然后许个愿啦！[doge]	0
【新疆打掉暴恐团伙歼灭28人】新疆警方披露，经过56天连续顽强作战，新疆打掉一境外极端组织直接指挥的暴恐团伙，除1人投降自首外，其余28名暴徒被全部歼灭。详见：http://t.cn/RUmjycm	0
电鳗跟鳗鱼完全没关系，它是一种长刀鱼，跟鲤鱼和鲶鱼的亲缘关系比较近。（日本鳗鱼欧洲鳗鱼都让你们吃成濒危极危了，还吃吃吃→_→http://t.cn/RyZ4ZZ0	0
所谓成熟就是，你要习惯任何人的忽冷忽热，也要看淡任何人的渐行渐远。	0
整理了知乎上『有哪些平平无奇的两样东西结合在一起之后大放异彩的例子？』的一些回答，让你不得不服，你们感受下。	0
怎么疼爱自己的男朋友？？[赞][赞]#花式虐狗#	0
生活常和我们开着玩笑， 你期待谁，谁就会离你越远，你执着谁，谁就会伤你最深。	0
#轻松一刻#一位和父亲商量着把弟弟卖给宠物店的小女孩，绝对是亲姐姐！！[笑cry][笑cry][笑cry]你觉得自己被卖到宠物店的话，能卖多少钱？http://t.cn/RUYfUht	0
跳进仙人掌里是种什么感觉？这位外国小哥体验了一下[衰]。。。（这里是美国）http://t.cn/RU8brkD	0
太过迁就别人，别人就会变本加厉的为难你；太过忍让别人，别人就会得寸进尺的伤害你。事实上你所遇见的贱人，多数都是被你的“好”给惯出来的。	0
“整个城市都睡了，只剩我和我的心事不能寐，那个好久不见的你，又占据我的回忆。”	0
今年你看过最棒的一部电影是________？[熊猫]	0
最伟大的键盘党组织，宣布对ISIS全面开战 http://t.cn/RURqBx0	0
“原来真正的忘记不是不再想起，而是想起时，心里没了波澜。”	0
JYJ简单的谈话视频，全称无尿点，各种好笑，但是麻烦当哥哥的下次不要欺负秀秀，好么。#韩流天天看# http://t.cn/RUCgMeX	0
抱最大希望，尽最大努力，做最坏打算，持最好心态。记住该记住的，忘记该忘记的，改变能改变的，接受成事实的。太阳总是新的，每天都是美好的日子。早安！	0
一只会模仿主人任何表情和动作的柴犬，成精了， 哈哈哈哈哈哈哈神同步，感觉快被玩坏了！ http://t.cn/RLDxhfq	0
你见过的情商最高的行为是什么？	0
陈小春和应采儿的婚礼MV，看着都感觉好幸福[心]http://t.cn/RUEs1PH	0
一看就是亲生的	0
#贵州印象# 当地朋友来接，见了面就热情地说：“第一次来贵州吧？” 我说是啊，之前从来没来过。他笑眯眯地说：“没关系，这次总算有好事者船载以入啦。”  [泪][泪][泪][泪]	0
愿有人待你如初 疼你入骨，从此深情不被辜负。#听说关注恋爱君的人，都找到对象了# 【第六十八期】	0
闭上眼睛，清理你的心，过去的就让它过去吧。	0
靖王教大家行礼[可爱] 是不是很萌？	0
喜欢就在一起吧 别辜负了相遇	0
#江湖碎碎念# 变成矿晶了怎么办？在线等！急！[doge]	0
打着真性情的旗号，去做一些不顾别人感受的事，其实只是没教养且情商低。	0
还记得之前在电视直播中抢镜爆红的小男孩吗？最近，他的梦想成真了。。。	0
"我是个没耐心的人却爱你那么久 是个骄傲的人却求求你别走 从没想过我们就突然再也没有任何瓜葛 你也不会再知道 那场终有一天有你的梦 我做了多久""请关 注我，这里总有一句是你想说的话“"	0
心疼小短腿，不但打架不利索，自己挠个痒都够不着脸，狗生艰难......[笑cry]	0
想你的人,自然会找你,不想你的人,又何必去打扰.	0
【SBS】SBS#Remember#官网更新宣传片一则,令人心动的高颜值CP组合#俞承豪# #朴敏英#[羞嗒嗒] http://t.cn/RUn5LRh	0
想叫它们起来凹造型拍几张照片，谁都不醒。我开冰箱拿点零食吃，谁都不困……我们之间本没什么缘分，全靠好吃的硬撑着	0
人有时候会突然变得脆弱，突然地就不快乐，突然地被回忆里的某个细节揪住，突然地陷入深深的沉默，不想说话。	0
《哈利·波特》上映已经14年了，13分钟重温8部系列电影最伟大的时刻，每个画面都是回忆[悲伤]http://t.cn/RURkC7V	0
【4个常忽略却超没礼貌的行为，一起来反省吧】生活中有不少我们忽略的小细节，自己习以为常、不知不觉做出的习惯性行为，可能在别人看来很没有礼貌。	0
Pink现场版《Just Give Me A Reason》，听一遍就喜欢上的一首歌！很好听！！ http://t.cn/Ry9vDze	0
是我第一个发现@SebastianStan 开了微博的吗？然后...皇冠也亮了[得瑟] 送会员的小伙儿 or 妹纸，我看好你哦~[转发][转发]	0
当老爸独自带双胞胎……大写的头疼+doble的萌[哈哈][哈哈][哈哈]http://t.cn/RUniSpk	0
这摇头的节奏竟然和《Uptown Funk》这么搭，萌了我一脸！http://t.cn/RLlL10Q	0
#涨姿势#重复六遍，就能看见好多好多雪！[雪] via.罗罗布	0
整理出以下网友九个神回复，看完我表示跪了。。。	0
图解酱香饼做法，自己做卫生又美味，果断收了哈!转	0
单身的兄弟姐们千千万，长期不停秀恩爱的情侣可给我小心了！	0
德国的科技农业，全世界都震惊了！牛！ http://t.cn/R2M6KGE	0
如果我们的大学领导，呵护大学生（仅限于精神），就像呵护幼儿园里的孩子一样，那么，你们能培养什么样的接班人呢？大学生还能长大成人吗？	0
酸辣粉的9种不同做法，赶紧get起来，转需！	0
男女对唱版《Let her go》，不要等天空开始飘雪，才想念阳光。不要等放开她的手，才明白爱着她。珍惜眼前人~[心]http://t.cn/RUmbBsX	0
全年无休的喵力闹钟，到点就来了......诶，醒醒，你猫饿了......http://t.cn/RUu4xvN	0
《但你没有》，一个美国女人写给自己丈夫的一首诗，感动cry！！！	0
阿笨与阿占，每次看到它俩就想笑，真的好可爱！ http://t.cn/RAE9xtO	0
"因为做不到才总是说“顺其自然吧”，因为不想承认自己的失败才总是说“人都这样”。""请关 注我，这里总有一句是你想说的话“"	0
冬天到了，为什么别人的围巾围出来这么好看？快把这十大围围巾方法学起来吧~[good]http://t.cn/RUNJNaE	0
雪花是怎样形成的~好美！[心]	0
#勋鹿# 陪你度过漫长岁月[爱你]，认认真真的看完[亲亲]http://t.cn/RUnWuhL	0
#新浪独家#【手绘日历！带你预览未来七天大事】[噢耶]猛戳下图↓[转发]	0
【naver综合】21日上午T-ara因中国武汉行程经由仁川机场出国~	0
#小米2015新品发布会#，倒计时3天！反正我看到新品的第一反应是：_________，简直没天理！	0
821退房！消费13盒安全套！笑的停不下来[哈哈][哈哈]#今日最鲜# http://t.cn/Rw8EI2Y	0
想次麻辣香锅！！！！！！！做法,在最后一张~~	0
好想次！好想次！！14种土豆的花式新吃法，慢镜头下看着真是食欲大开！！！土豆控简直不能忍~ ~http://t.cn/RUNNGlc	0
双十一买的羽绒背心到货了，说好的M码呢？！但妞妞穿竟然挺好看的， 我也只能#凡事哈哈#了，生不如狗啊！[拜拜]	0
世界大神合集！！ http://t.cn/RUJgsAZ	0
#乐享时光#猫大仙的唯一天敌——黄瓜[笑cry][笑cry][笑cry]http://t.cn/RUEyxpX	0
在熟人面前才华横溢，在陌生人面前像个傻逼。	0
#我的床上读物#【为什么前男友们一开始都很喜欢，过一段时间后就不上心了腻了？】爱从来都是相互的，只有索取，终会枯竭。[心]	0
每一天都想放弃，但每一天又都坚持下来了。没有伞的孩子，要努力奔跑。	0
日本盖浇饭	0
瞧这一家子。。。 http://t.cn/RUntnUq	0
“那些我想对你说的话 如果你能知道 该有多好”	0
【马云在斯坦福大学的演讲】让你见识见识，什么叫：三流长相，二流英语，一流口才！！很精彩的演讲，时间较长，先马再看！！ http://t.cn/RyVMik8	0
高手在民间！666666[doge]http://t.cn/RUm8dZ2	0
140㎡时尚美式公寓，小资族的最爱~	0
"【""最任性村主任""被停职立案调查】19日，从城固县莲花街办获悉，马某因违反党纪已被停职，街办纪委已启动立案程序，进行立案调查。专家表示，党员应主动遵纪守法，不能以人情关系面子来规避制度。"	0
[色][色]明天的早餐就他了！操作简单，里面的酱和肉可以按喜好做成不同口味，爱芝士的你要不要试试？	0
吃貨的開工～從午餐開始。	0
世界上最可笑的事情是，我知道了真相，你却还在说谎，还说的那么真，那么深。	0
在被问到“第一顿转基因三文鱼，你准备怎么吃”时，艾莉森表示：绝对是抹上照烧酱烤！嘛，本AI觉得还是刺身好吃，蘸酱油，wasabi[馋嘴]	0
给大猫做一个猫桥，可人家好像不怎么满意呢[喵喵]	0
